date,store_id,sku_id,beginning_inventory,receipts,units_sold,ending_inventory,stockout_flag,on_order_qty
2023-03-11,STORE_001,SKU_00001,100,100,24,76,0,0
2023-03-12,STORE_001,SKU_00001,76,0,39,37,0,100
2023-03-13,STORE_001,SKU_00001,37,0,14,23,0,100
2023-03-14,STORE_001,SKU_00001,23,0,13,10,0,100
2023-03-15,STORE_001,SKU_00001,10,0,10,0,1,100
2023-03-16,STORE_001,SKU_00001,0,0,0,0,1,100
2023-03-17,STORE_001,SKU_00001,0,0,0,0,1,100
2023-03-18,STORE_001,SKU_00001,0,0,0,0,1,100
2023-03-19,STORE_001,SKU_00001,0,0,0,0,1,100
2023-03-20,STORE_001,SKU_00001,0,0,0,0,1,100
2023-03-21,STORE_001,SKU_00001,0,0,0,0,1,100
2023-03-22,STORE_001,SKU_00001,0,0,0,0,1,100
2023-03-23,STORE_001,SKU_00001,0,0,0,0,1,100
2023-03-24,STORE_001,SKU_00001,0,0,0,0,1,100
2023-03-25,STORE_001,SKU_00001,0,0,0,0,1,100
2023-03-26,STORE_001,SKU_00001,0,0,0,0,1,100
2023-03-27,STORE_001,SKU_00001,0,0,0,0,1,100
2023-03-28,STORE_001,SKU_00001,0,0,0,0,1,100
2023-03-29,STORE_001,SKU_00001,0,0,0,0,1,100
2023-03-30,STORE_001,SKU_00001,0,0,0,0,1,100
2023-03-31,STORE_001,SKU_00001,0,0,0,0,1,100
2023-04-01,STORE_001,SKU_00001,100,100,38,62,0,0
2023-04-02,STORE_001,SKU_00001,62,0,28,34,0,100
2023-04-03,STORE_001,SKU_00001,34,0,25,9,0,100
2023-04-04,STORE_001,SKU_00001,9,0,9,0,1,100
2023-04-05,STORE_001,SKU_00001,0,0,0,0,1,100
2023-04-06,STORE_001,SKU_00001,0,0,0,0,1,100
2023-04-07,STORE_001,SKU_00001,0,0,0,0,1,100
2023-04-08,STORE_001,SKU_00001,0,0,0,0,1,100
2023-04-09,STORE_001,SKU_00001,0,0,0,0,1,100
2023-04-10,STORE_001,SKU_00001,0,0,0,0,1,100
2023-04-11,STORE_001,SKU_00001,0,0,0,0,1,100
2023-04-12,STORE_001,SKU_00001,0,0,0,0,1,100
2023-04-13,STORE_001,SKU_00001,0,0,0,0,1,100
2023-04-14,STORE_001,SKU_00001,0,0,0,0,1,100
2023-04-15,STORE_001,SKU_00001,0,0,0,0,1,100
2023-04-16,STORE_001,SKU_00001,0,0,0,0,1,100
2023-04-17,STORE_001,SKU_00001,0,0,0,0,1,100
2023-04-18,STORE_001,SKU_00001,0,0,0,0,1,100
2023-04-19,STORE_001,SKU_00001,0,0,0,0,1,100
2023-04-20,STORE_001,SKU_00001,0,0,0,0,1,100
2023-04-21,STORE_001,SKU_00001,0,0,0,0,1,100
2023-04-22,STORE_001,SKU_00001,100,100,21,79,0,0
2023-04-23,STORE_001,SKU_00001,79,0,35,44,0,100
2023-04-24,STORE_001,SKU_00001,44,0,25,19,0,100
2023-04-25,STORE_001,SKU_00001,19,0,19,0,1,100
2023-04-26,STORE_001,SKU_00001,0,0,0,0,1,100
2023-04-27,STORE_001,SKU_00001,0,0,0,0,1,100
2023-04-28,STORE_001,SKU_00001,0,0,0,0,1,100
2023-04-29,STORE_001,SKU_00001,0,0,0,0,1,100
2023-04-30,STORE_001,SKU_00001,0,0,0,0,1,100
2023-05-01,STORE_001,SKU_00001,0,0,0,0,1,100
2023-05-02,STORE_001,SKU_00001,0,0,0,0,1,100
2023-05-03,STORE_001,SKU_00001,0,0,0,0,1,100
2023-05-04,STORE_001,SKU_00001,0,0,0,0,1,100
2023-05-05,STORE_001,SKU_00001,0,0,0,0,1,100
2023-05-06,STORE_001,SKU_00001,0,0,0,0,1,100
2023-05-07,STORE_001,SKU_00001,0,0,0,0,1,100
2023-05-08,STORE_001,SKU_00001,0,0,0,0,1,100
2023-05-09,STORE_001,SKU_00001,0,0,0,0,1,100
2023-05-10,STORE_001,SKU_00001,0,0,0,0,1,100
2023-05-11,STORE_001,SKU_00001,0,0,0,0,1,100
2023-05-12,STORE_001,SKU_00001,0,0,0,0,1,100
2023-05-13,STORE_001,SKU_00001,100,100,33,67,0,0
2023-05-14,STORE_001,SKU_00001,67,0,39,28,0,100
2023-05-15,STORE_001,SKU_00001,28,0,28,0,0,100
2023-05-16,STORE_001,SKU_00001,0,0,0,0,1,100
2023-05-17,STORE_001,SKU_00001,0,0,0,0,1,100
2023-05-18,STORE_001,SKU_00001,0,0,0,0,1,100
2023-05-19,STORE_001,SKU_00001,0,0,0,0,1,100
2023-05-20,STORE_001,SKU_00001,0,0,0,0,1,100
2023-05-21,STORE_001,SKU_00001,0,0,0,0,1,100
2023-05-22,STORE_001,SKU_00001,0,0,0,0,1,100
2023-05-23,STORE_001,SKU_00001,0,0,0,0,1,100
2023-05-24,STORE_001,SKU_00001,0,0,0,0,1,100
2023-05-25,STORE_001,SKU_00001,0,0,0,0,1,100
2023-05-26,STORE_001,SKU_00001,0,0,0,0,1,100
2023-05-27,STORE_001,SKU_00001,0,0,0,0,1,100
2023-05-28,STORE_001,SKU_00001,0,0,0,0,1,100
2023-05-29,STORE_001,SKU_00001,0,0,0,0,1,100
2023-05-30,STORE_001,SKU_00001,0,0,0,0,1,100
2023-05-31,STORE_001,SKU_00001,0,0,0,0,1,100
2023-06-01,STORE_001,SKU_00001,0,0,0,0,1,100
2023-06-02,STORE_001,SKU_00001,0,0,0,0,1,100
2023-06-03,STORE_001,SKU_00001,100,100,36,64,0,0
2023-06-04,STORE_001,SKU_00001,64,0,32,32,0,100
2023-06-05,STORE_001,SKU_00001,32,0,30,2,0,100
2023-06-06,STORE_001,SKU_00001,2,0,2,0,1,100
2023-06-07,STORE_001,SKU_00001,0,0,0,0,1,100
2023-06-08,STORE_001,SKU_00001,0,0,0,0,1,100
2023-06-09,STORE_001,SKU_00001,0,0,0,0,1,100
2023-06-10,STORE_001,SKU_00001,0,0,0,0,1,100
2023-06-11,STORE_001,SKU_00001,0,0,0,0,1,100
2023-06-12,STORE_001,SKU_00001,0,0,0,0,1,100
2023-06-13,STORE_001,SKU_00001,0,0,0,0,1,100
2023-06-14,STORE_001,SKU_00001,0,0,0,0,1,100
2023-06-15,STORE_001,SKU_00001,0,0,0,0,1,100
2023-06-16,STORE_001,SKU_00001,0,0,0,0,1,100
2023-06-17,STORE_001,SKU_00001,0,0,0,0,1,100
2023-06-18,STORE_001,SKU_00001,0,0,0,0,1,100
2023-06-19,STORE_001,SKU_00001,0,0,0,0,1,100
2023-06-20,STORE_001,SKU_00001,0,0,0,0,1,100
2023-06-21,STORE_001,SKU_00001,0,0,0,0,1,100
2023-06-22,STORE_001,SKU_00001,0,0,0,0,1,100
2023-06-23,STORE_001,SKU_00001,0,0,0,0,1,100
2023-06-24,STORE_001,SKU_00001,100,100,27,73,0,0
2023-06-25,STORE_001,SKU_00001,73,0,39,34,0,100
2023-06-26,STORE_001,SKU_00001,34,0,20,14,0,100
2023-06-27,STORE_001,SKU_00001,14,0,14,0,1,100
2023-06-28,STORE_001,SKU_00001,0,0,0,0,1,100
2023-06-29,STORE_001,SKU_00001,0,0,0,0,1,100
2023-06-30,STORE_001,SKU_00001,0,0,0,0,1,100
2023-07-01,STORE_001,SKU_00001,0,0,0,0,1,100
2023-07-02,STORE_001,SKU_00001,0,0,0,0,1,100
2023-07-03,STORE_001,SKU_00001,0,0,0,0,1,100
2023-07-04,STORE_001,SKU_00001,0,0,0,0,1,100
2023-07-05,STORE_001,SKU_00001,0,0,0,0,1,100
2023-07-06,STORE_001,SKU_00001,0,0,0,0,1,100
2023-07-07,STORE_001,SKU_00001,0,0,0,0,1,100
2023-07-08,STORE_001,SKU_00001,0,0,0,0,1,100
2023-07-09,STORE_001,SKU_00001,0,0,0,0,1,100
2023-07-10,STORE_001,SKU_00001,0,0,0,0,1,100
2023-07-11,STORE_001,SKU_00001,0,0,0,0,1,100
2023-07-12,STORE_001,SKU_00001,0,0,0,0,1,100
2023-07-13,STORE_001,SKU_00001,0,0,0,0,1,100
2023-07-14,STORE_001,SKU_00001,0,0,0,0,1,100
2023-07-15,STORE_001,SKU_00001,100,100,42,58,0,0
2023-07-16,STORE_001,SKU_00001,58,0,34,24,0,100
2023-07-17,STORE_001,SKU_00001,24,0,24,0,1,100
2023-07-18,STORE_001,SKU_00001,0,0,0,0,1,100
2023-07-19,STORE_001,SKU_00001,0,0,0,0,1,100
2023-07-20,STORE_001,SKU_00001,0,0,0,0,1,100
2023-07-21,STORE_001,SKU_00001,0,0,0,0,1,100
2023-07-22,STORE_001,SKU_00001,0,0,0,0,1,100
2023-07-23,STORE_001,SKU_00001,0,0,0,0,1,100
2023-07-24,STORE_001,SKU_00001,0,0,0,0,1,100
2023-07-25,STORE_001,SKU_00001,0,0,0,0,1,100
2023-07-26,STORE_001,SKU_00001,0,0,0,0,1,100
2023-07-27,STORE_001,SKU_00001,0,0,0,0,1,100
2023-07-28,STORE_001,SKU_00001,0,0,0,0,1,100
2023-07-29,STORE_001,SKU_00001,0,0,0,0,1,100
2023-07-30,STORE_001,SKU_00001,0,0,0,0,1,100
2023-07-31,STORE_001,SKU_00001,0,0,0,0,1,100
2023-08-01,STORE_001,SKU_00001,0,0,0,0,1,100
2023-08-02,STORE_001,SKU_00001,0,0,0,0,1,100
2023-08-03,STORE_001,SKU_00001,0,0,0,0,1,100
2023-08-04,STORE_001,SKU_00001,0,0,0,0,1,100
2023-08-05,STORE_001,SKU_00001,100,100,34,66,0,0
2023-08-06,STORE_001,SKU_00001,66,0,32,34,0,100
2023-08-07,STORE_001,SKU_00001,34,0,24,10,0,100
2023-08-08,STORE_001,SKU_00001,10,0,10,0,1,100
2023-08-09,STORE_001,SKU_00001,0,0,0,0,1,100
2023-08-10,STORE_001,SKU_00001,0,0,0,0,1,100
2023-08-11,STORE_001,SKU_00001,0,0,0,0,1,100
2023-08-12,STORE_001,SKU_00001,0,0,0,0,1,100
2023-08-13,STORE_001,SKU_00001,0,0,0,0,1,100
2023-08-14,STORE_001,SKU_00001,0,0,0,0,1,100
2023-08-15,STORE_001,SKU_00001,0,0,0,0,1,100
2023-08-16,STORE_001,SKU_00001,0,0,0,0,1,100
2023-08-17,STORE_001,SKU_00001,0,0,0,0,1,100
2023-08-18,STORE_001,SKU_00001,0,0,0,0,1,100
2023-08-19,STORE_001,SKU_00001,0,0,0,0,1,100
2023-08-20,STORE_001,SKU_00001,0,0,0,0,1,100
2023-08-21,STORE_001,SKU_00001,0,0,0,0,1,100
2023-08-22,STORE_001,SKU_00001,0,0,0,0,1,100
2023-08-23,STORE_001,SKU_00001,0,0,0,0,1,100
2023-08-24,STORE_001,SKU_00001,0,0,0,0,1,100
2023-08-25,STORE_001,SKU_00001,0,0,0,0,1,100
2023-08-26,STORE_001,SKU_00001,100,100,37,63,0,0
2023-08-27,STORE_001,SKU_00001,63,0,35,28,0,100
2023-08-28,STORE_001,SKU_00001,28,0,15,13,0,100
2023-08-29,STORE_001,SKU_00001,13,0,13,0,1,100
2023-08-30,STORE_001,SKU_00001,0,0,0,0,1,100
2023-08-31,STORE_001,SKU_00001,0,0,0,0,1,100
2023-09-01,STORE_001,SKU_00001,0,0,0,0,1,100
2023-09-02,STORE_001,SKU_00001,0,0,0,0,1,100
2023-09-03,STORE_001,SKU_00001,0,0,0,0,1,100
2023-09-04,STORE_001,SKU_00001,0,0,0,0,1,100
2023-09-05,STORE_001,SKU_00001,0,0,0,0,1,100
2023-09-06,STORE_001,SKU_00001,0,0,0,0,1,100
2023-09-07,STORE_001,SKU_00001,0,0,0,0,1,100
2023-09-08,STORE_001,SKU_00001,0,0,0,0,1,100
2023-09-09,STORE_001,SKU_00001,0,0,0,0,1,100
2023-09-10,STORE_001,SKU_00001,0,0,0,0,1,100
2023-09-11,STORE_001,SKU_00001,0,0,0,0,1,100
2023-09-12,STORE_001,SKU_00001,0,0,0,0,1,100
2023-09-13,STORE_001,SKU_00001,0,0,0,0,1,100
2023-09-14,STORE_001,SKU_00001,0,0,0,0,1,100
2023-09-15,STORE_001,SKU_00001,0,0,0,0,1,100
2023-09-16,STORE_001,SKU_00001,100,100,18,82,0,0
2023-09-17,STORE_001,SKU_00001,82,0,36,46,0,100
2023-09-18,STORE_001,SKU_00001,46,0,20,26,0,100
2023-09-19,STORE_001,SKU_00001,26,0,18,8,0,100
2023-09-20,STORE_001,SKU_00001,8,0,8,0,1,100
2023-09-21,STORE_001,SKU_00001,0,0,0,0,1,100
2023-09-22,STORE_001,SKU_00001,0,0,0,0,1,100
2023-09-23,STORE_001,SKU_00001,0,0,0,0,1,100
2023-09-24,STORE_001,SKU_00001,0,0,0,0,1,100
2023-09-25,STORE_001,SKU_00001,0,0,0,0,1,100
2023-09-26,STORE_001,SKU_00001,0,0,0,0,1,100
2023-09-27,STORE_001,SKU_00001,0,0,0,0,1,100
2023-09-28,STORE_001,SKU_00001,0,0,0,0,1,100
2023-09-29,STORE_001,SKU_00001,0,0,0,0,1,100
2023-09-30,STORE_001,SKU_00001,0,0,0,0,1,100
2023-10-01,STORE_001,SKU_00001,0,0,0,0,1,100
2023-10-02,STORE_001,SKU_00001,0,0,0,0,1,100
2023-10-03,STORE_001,SKU_00001,0,0,0,0,1,100
2023-10-04,STORE_001,SKU_00001,0,0,0,0,1,100
2023-10-05,STORE_001,SKU_00001,0,0,0,0,1,100
2023-10-06,STORE_001,SKU_00001,0,0,0,0,1,100
2023-10-07,STORE_001,SKU_00001,100,100,21,79,0,0
2023-10-08,STORE_001,SKU_00001,79,0,15,64,0,0
2023-10-09,STORE_001,SKU_00001,64,0,18,46,0,100
2023-10-10,STORE_001,SKU_00001,46,0,10,36,0,100
2023-10-11,STORE_001,SKU_00001,36,0,15,21,0,100
2023-10-12,STORE_001,SKU_00001,21,0,12,9,0,100
2023-10-13,STORE_001,SKU_00001,9,0,9,0,1,100
2023-10-14,STORE_001,SKU_00001,0,0,0,0,1,100
2023-10-15,STORE_001,SKU_00001,0,0,0,0,1,100
2023-10-16,STORE_001,SKU_00001,0,0,0,0,1,100
2023-10-17,STORE_001,SKU_00001,0,0,0,0,1,100
2023-10-18,STORE_001,SKU_00001,0,0,0,0,1,100
2023-10-19,STORE_001,SKU_00001,0,0,0,0,1,100
2023-10-20,STORE_001,SKU_00001,0,0,0,0,1,100
2023-10-21,STORE_001,SKU_00001,0,0,0,0,1,100
2023-10-22,STORE_001,SKU_00001,0,0,0,0,1,100
2023-10-23,STORE_001,SKU_00001,0,0,0,0,1,100
2023-10-24,STORE_001,SKU_00001,0,0,0,0,1,100
2023-10-25,STORE_001,SKU_00001,0,0,0,0,1,100
2023-10-26,STORE_001,SKU_00001,0,0,0,0,1,100
2023-10-27,STORE_001,SKU_00001,0,0,0,0,1,100
2023-10-28,STORE_001,SKU_00001,0,0,0,0,1,100
2023-10-29,STORE_001,SKU_00001,100,100,15,85,0,0
2023-10-30,STORE_001,SKU_00001,85,0,14,71,0,0
2023-10-31,STORE_001,SKU_00001,71,0,15,56,0,100
2023-11-01,STORE_001,SKU_00001,56,0,27,29,0,100
2023-11-02,STORE_001,SKU_00001,29,0,13,16,0,100
2023-11-03,STORE_001,SKU_00001,16,0,12,4,0,100
2023-11-04,STORE_001,SKU_00001,4,0,4,0,1,100
2023-11-05,STORE_001,SKU_00001,0,0,0,0,1,100
2023-11-06,STORE_001,SKU_00001,0,0,0,0,1,100
2023-11-07,STORE_001,SKU_00001,0,0,0,0,1,100
2023-11-08,STORE_001,SKU_00001,0,0,0,0,1,100
2023-11-09,STORE_001,SKU_00001,0,0,0,0,1,100
2023-11-10,STORE_001,SKU_00001,0,0,0,0,1,100
2023-11-11,STORE_001,SKU_00001,0,0,0,0,1,100
2023-11-12,STORE_001,SKU_00001,0,0,0,0,1,100
2023-11-13,STORE_001,SKU_00001,0,0,0,0,1,100
2023-11-14,STORE_001,SKU_00001,0,0,0,0,1,100
2023-11-15,STORE_001,SKU_00001,0,0,0,0,1,100
2023-11-16,STORE_001,SKU_00001,0,0,0,0,1,100
2023-11-17,STORE_001,SKU_00001,0,0,0,0,1,100
2023-11-18,STORE_001,SKU_00001,0,0,0,0,1,100
2023-11-19,STORE_001,SKU_00001,0,0,0,0,1,100
2023-11-20,STORE_001,SKU_00001,100,100,10,90,0,0
2023-11-21,STORE_001,SKU_00001,90,0,17,73,0,0
2023-11-22,STORE_001,SKU_00001,73,0,11,62,0,0
2023-11-23,STORE_001,SKU_00001,62,0,15,47,0,100
2023-11-24,STORE_001,SKU_00001,47,0,12,35,0,100
2023-11-25,STORE_001,SKU_00001,35,0,35,0,1,100
2023-11-26,STORE_001,SKU_00001,0,0,0,0,1,100
2023-11-27,STORE_001,SKU_00001,0,0,0,0,1,100
2023-11-28,STORE_001,SKU_00001,0,0,0,0,1,100
2023-11-29,STORE_001,SKU_00001,0,0,0,0,1,100
2023-11-30,STORE_001,SKU_00001,0,0,0,0,1,100
2023-12-01,STORE_001,SKU_00001,0,0,0,0,1,100
2023-12-02,STORE_001,SKU_00001,0,0,0,0,1,100
2023-12-03,STORE_001,SKU_00001,0,0,0,0,1,100
2023-12-04,STORE_001,SKU_00001,0,0,0,0,1,100
2023-12-05,STORE_001,SKU_00001,0,0,0,0,1,100
2023-12-06,STORE_001,SKU_00001,0,0,0,0,1,100
2023-12-07,STORE_001,SKU_00001,0,0,0,0,1,100
2023-12-08,STORE_001,SKU_00001,0,0,0,0,1,100
2023-12-09,STORE_001,SKU_00001,0,0,0,0,1,100
2023-12-10,STORE_001,SKU_00001,0,0,0,0,1,100
2023-12-11,STORE_001,SKU_00001,0,0,0,0,1,100
2023-12-12,STORE_001,SKU_00001,0,0,0,0,1,100
2023-12-13,STORE_001,SKU_00001,100,100,8,92,0,0
2023-12-14,STORE_001,SKU_00001,92,0,10,82,0,0
2023-12-15,STORE_001,SKU_00001,82,0,12,70,0,0
2023-12-16,STORE_001,SKU_00001,70,0,14,56,0,100
2023-12-17,STORE_001,SKU_00001,56,0,17,39,0,100
2023-12-18,STORE_001,SKU_00001,39,0,16,23,0,100
2023-12-19,STORE_001,SKU_00001,23,0,12,11,0,100
2023-12-20,STORE_001,SKU_00001,11,0,11,0,1,100
2023-12-21,STORE_001,SKU_00001,0,0,0,0,1,100
2023-12-22,STORE_001,SKU_00001,0,0,0,0,1,100
2023-12-23,STORE_001,SKU_00001,0,0,0,0,1,100
2023-12-24,STORE_001,SKU_00001,0,0,0,0,1,100
2023-12-25,STORE_001,SKU_00001,0,0,0,0,1,100
2023-12-26,STORE_001,SKU_00001,0,0,0,0,1,100
2023-12-27,STORE_001,SKU_00001,0,0,0,0,1,100
2023-12-28,STORE_001,SKU_00001,0,0,0,0,1,100
2023-12-29,STORE_001,SKU_00001,0,0,0,0,1,100
2023-12-30,STORE_001,SKU_00001,0,0,0,0,1,100
2023-12-31,STORE_001,SKU_00001,0,0,0,0,1,100
2024-01-01,STORE_001,SKU_00001,0,0,0,0,1,100
2024-01-02,STORE_001,SKU_00001,0,0,0,0,1,100
2024-01-03,STORE_001,SKU_00001,0,0,0,0,1,100
2024-01-04,STORE_001,SKU_00001,0,0,0,0,1,100
2024-01-05,STORE_001,SKU_00001,100,100,8,92,0,0
2024-01-06,STORE_001,SKU_00001,92,0,21,71,0,0
2024-01-07,STORE_001,SKU_00001,71,0,21,50,0,100
2024-01-08,STORE_001,SKU_00001,50,0,11,39,0,100
2024-01-09,STORE_001,SKU_00001,39,0,14,25,0,100
2024-01-10,STORE_001,SKU_00001,25,0,13,12,0,100
2024-01-11,STORE_001,SKU_00001,12,0,11,1,0,100
2024-01-12,STORE_001,SKU_00001,1,0,1,0,1,100
2024-01-13,STORE_001,SKU_00001,0,0,0,0,1,100
2024-01-14,STORE_001,SKU_00001,0,0,0,0,1,100
2024-01-15,STORE_001,SKU_00001,0,0,0,0,1,100
2024-01-16,STORE_001,SKU_00001,0,0,0,0,1,100
2024-01-17,STORE_001,SKU_00001,0,0,0,0,1,100
2024-01-18,STORE_001,SKU_00001,0,0,0,0,1,100
2024-01-19,STORE_001,SKU_00001,0,0,0,0,1,100
2024-01-20,STORE_001,SKU_00001,0,0,0,0,1,100
2024-01-21,STORE_001,SKU_00001,0,0,0,0,1,100
2024-01-22,STORE_001,SKU_00001,0,0,0,0,1,100
2024-01-23,STORE_001,SKU_00001,0,0,0,0,1,100
2024-01-24,STORE_001,SKU_00001,0,0,0,0,1,100
2024-01-25,STORE_001,SKU_00001,0,0,0,0,1,100
2024-01-26,STORE_001,SKU_00001,0,0,0,0,1,100
2024-01-27,STORE_001,SKU_00001,100,100,20,80,0,0
2024-01-28,STORE_001,SKU_00001,80,0,19,61,0,0
2024-01-29,STORE_001,SKU_00001,61,0,7,54,0,100
2024-01-30,STORE_001,SKU_00001,54,0,13,41,0,100
2024-01-31,STORE_001,SKU_00001,41,0,16,25,0,100
2024-02-01,STORE_001,SKU_00001,25,0,17,8,0,100
2024-02-02,STORE_001,SKU_00001,8,0,8,0,1,100
2024-02-03,STORE_001,SKU_00001,0,0,0,0,1,100
2024-02-04,STORE_001,SKU_00001,0,0,0,0,1,100
2024-02-05,STORE_001,SKU_00001,0,0,0,0,1,100
2024-02-06,STORE_001,SKU_00001,0,0,0,0,1,100
2024-02-07,STORE_001,SKU_00001,0,0,0,0,1,100
2024-02-08,STORE_001,SKU_00001,0,0,0,0,1,100
2024-02-09,STORE_001,SKU_00001,0,0,0,0,1,100
2024-02-10,STORE_001,SKU_00001,0,0,0,0,1,100
2024-02-11,STORE_001,SKU_00001,0,0,0,0,1,100
2024-02-12,STORE_001,SKU_00001,0,0,0,0,1,100
2024-02-13,STORE_001,SKU_00001,0,0,0,0,1,100
2024-02-14,STORE_001,SKU_00001,0,0,0,0,1,100
2024-02-15,STORE_001,SKU_00001,0,0,0,0,1,100
2024-02-16,STORE_001,SKU_00001,0,0,0,0,1,100
2024-02-17,STORE_001,SKU_00001,0,0,0,0,1,100
2024-02-18,STORE_001,SKU_00001,100,100,18,82,0,0
2024-02-19,STORE_001,SKU_00001,82,0,9,73,0,0
2024-02-20,STORE_001,SKU_00001,73,0,15,58,0,0
2024-02-21,STORE_001,SKU_00001,58,0,13,45,0,100
2024-02-22,STORE_001,SKU_00001,45,0,13,32,0,100
2024-02-23,STORE_001,SKU_00001,32,0,9,23,0,100
2024-02-24,STORE_001,SKU_00001,23,0,20,3,0,100
2024-02-25,STORE_001,SKU_00001,3,0,3,0,1,100
2024-02-26,STORE_001,SKU_00001,0,0,0,0,1,100
2024-02-27,STORE_001,SKU_00001,0,0,0,0,1,100
2024-02-28,STORE_001,SKU_00001,0,0,0,0,1,100
2024-02-29,STORE_001,SKU_00001,0,0,0,0,1,100
2024-03-01,STORE_001,SKU_00001,0,0,0,0,1,100
2024-03-02,STORE_001,SKU_00001,0,0,0,0,1,100
2024-03-03,STORE_001,SKU_00001,0,0,0,0,1,100
2024-03-04,STORE_001,SKU_00001,0,0,0,0,1,100
2024-03-05,STORE_001,SKU_00001,0,0,0,0,1,100
2024-03-06,STORE_001,SKU_00001,0,0,0,0,1,100
2024-03-07,STORE_001,SKU_00001,0,0,0,0,1,100
2024-03-08,STORE_001,SKU_00001,0,0,0,0,1,100
2024-03-09,STORE_001,SKU_00001,0,0,0,0,1,100
2024-03-10,STORE_001,SKU_00001,0,0,0,0,1,100
2024-03-11,STORE_001,SKU_00001,0,0,0,0,1,100
2024-03-12,STORE_001,SKU_00001,100,100,9,91,0,0
2024-03-13,STORE_001,SKU_00001,91,0,17,74,0,0
2024-03-14,STORE_001,SKU_00001,74,0,16,58,0,0
2024-03-15,STORE_001,SKU_00001,58,0,19,39,0,100
2024-03-16,STORE_001,SKU_00001,39,0,30,9,0,100
2024-03-17,STORE_001,SKU_00001,9,0,9,0,1,100
2024-03-18,STORE_001,SKU_00001,0,0,0,0,1,100
2024-03-19,STORE_001,SKU_00001,0,0,0,0,1,100
2024-03-20,STORE_001,SKU_00001,0,0,0,0,1,100
2024-03-21,STORE_001,SKU_00001,0,0,0,0,1,100
2024-03-22,STORE_001,SKU_00001,0,0,0,0,1,100
2024-03-23,STORE_001,SKU_00001,0,0,0,0,1,100
2024-03-24,STORE_001,SKU_00001,0,0,0,0,1,100
2024-03-25,STORE_001,SKU_00001,0,0,0,0,1,100
2024-03-26,STORE_001,SKU_00001,0,0,0,0,1,100
2024-03-27,STORE_001,SKU_00001,0,0,0,0,1,100
2024-03-28,STORE_001,SKU_00001,0,0,0,0,1,100
2024-03-29,STORE_001,SKU_00001,0,0,0,0,1,100
2024-03-30,STORE_001,SKU_00001,0,0,0,0,1,100
2024-03-31,STORE_001,SKU_00001,0,0,0,0,1,100
2024-04-01,STORE_001,SKU_00001,0,0,0,0,1,100
2024-04-02,STORE_001,SKU_00001,0,0,0,0,1,100
2024-04-03,STORE_001,SKU_00001,0,0,0,0,1,100
2024-04-04,STORE_001,SKU_00001,100,100,23,77,0,0
2024-04-05,STORE_001,SKU_00001,77,0,13,64,0,0
2024-04-06,STORE_001,SKU_00001,64,0,26,38,0,100
2024-04-07,STORE_001,SKU_00001,38,0,30,8,0,100
2024-04-08,STORE_001,SKU_00001,8,0,8,0,1,100
2024-04-09,STORE_001,SKU_00001,0,0,0,0,1,100
2024-04-10,STORE_001,SKU_00001,0,0,0,0,1,100
2024-04-11,STORE_001,SKU_00001,0,0,0,0,1,100
2024-04-12,STORE_001,SKU_00001,0,0,0,0,1,100
2024-04-13,STORE_001,SKU_00001,0,0,0,0,1,100
2024-04-14,STORE_001,SKU_00001,0,0,0,0,1,100
2024-04-15,STORE_001,SKU_00001,0,0,0,0,1,100
2024-04-16,STORE_001,SKU_00001,0,0,0,0,1,100
2024-04-17,STORE_001,SKU_00001,0,0,0,0,1,100
2024-04-18,STORE_001,SKU_00001,0,0,0,0,1,100
2024-04-19,STORE_001,SKU_00001,0,0,0,0,1,100
2024-04-20,STORE_001,SKU_00001,0,0,0,0,1,100
2024-04-21,STORE_001,SKU_00001,0,0,0,0,1,100
2024-04-22,STORE_001,SKU_00001,0,0,0,0,1,100
2024-04-23,STORE_001,SKU_00001,0,0,0,0,1,100
2024-04-24,STORE_001,SKU_00001,0,0,0,0,1,100
2024-04-25,STORE_001,SKU_00001,0,0,0,0,1,100
2024-04-26,STORE_001,SKU_00001,100,100,25,75,0,0
2024-04-27,STORE_001,SKU_00001,75,0,29,46,0,100
2024-04-28,STORE_001,SKU_00001,46,0,26,20,0,100
2024-04-29,STORE_001,SKU_00001,20,0,20,0,1,100
2024-04-30,STORE_001,SKU_00001,0,0,0,0,1,100
2024-05-01,STORE_001,SKU_00001,0,0,0,0,1,100
2024-05-02,STORE_001,SKU_00001,0,0,0,0,1,100
2024-05-03,STORE_001,SKU_00001,0,0,0,0,1,100
2024-05-04,STORE_001,SKU_00001,0,0,0,0,1,100
2024-05-05,STORE_001,SKU_00001,0,0,0,0,1,100
2024-05-06,STORE_001,SKU_00001,0,0,0,0,1,100
2024-05-07,STORE_001,SKU_00001,0,0,0,0,1,100
2024-05-08,STORE_001,SKU_00001,0,0,0,0,1,100
2024-05-09,STORE_001,SKU_00001,0,0,0,0,1,100
2024-05-10,STORE_001,SKU_00001,0,0,0,0,1,100
2024-05-11,STORE_001,SKU_00001,0,0,0,0,1,100
2024-05-12,STORE_001,SKU_00001,0,0,0,0,1,100
2024-05-13,STORE_001,SKU_00001,0,0,0,0,1,100
2024-05-14,STORE_001,SKU_00001,0,0,0,0,1,100
2024-05-15,STORE_001,SKU_00001,0,0,0,0,1,100
2024-05-16,STORE_001,SKU_00001,0,0,0,0,1,100
2024-05-17,STORE_001,SKU_00001,100,100,24,76,0,0
2024-05-18,STORE_001,SKU_00001,76,0,32,44,0,100
