Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,transaction_type,description_recovered,description_source,invoice_date_only,invoice_year,invoice_month,invoice_weekday,is_guest_transaction,price_category,is_special_transaction
500321,84016,ebay sales,-3300,2010-03-07 12:03:00,0.0,,United Kingdom,RETURN,False,original,2010-03-07,2010,3,6,True,PRICE_ZERO,True
500418,85014D,PINK/BROWN DOTS RUFFLED UMBRELLA,-29,2010-03-08 11:56:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-08,2010,3,0,True,PRICE_ZERO,True
500496,21914,BLUE HARMONICA IN BOX,-12,2010-03-08 13:16:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-08,2010,3,0,True,PRICE_ZERO,True
500561,85185E,DUCK SOCK PUPPET,-37,2010-03-08 15:36:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-08,2010,3,0,True,PRICE_ZERO,True
500562,84839,damaged,-26,2010-03-08 15:37:00,0.0,,United Kingdom,RETURN,False,original,2010-03-08,2010,3,0,True,PRICE_ZERO,True
500563,84623,PINK GINGHAM ROSE FLOOR CUSHION,-27,2010-03-08 15:43:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-08,2010,3,0,True,PRICE_ZERO,True
500569,51012L,"FEATHER DUSTER, LIGHT PINK",-45,2010-03-08 15:53:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-08,2010,3,0,True,PRICE_ZERO,True
500570,51012C,"FEATHER DUSTER, COAL BLACK",-1,2010-03-08 15:53:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-08,2010,3,0,True,PRICE_ZERO,True
500572,47347B,BLUE FLOWER T-LIGHT HOLDER,-122,2010-03-08 16:16:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-08,2010,3,0,True,PRICE_ZERO,True
500623,82494L,MISSING,-310,2010-03-09 10:48:00,0.0,,United Kingdom,RETURN,False,original,2010-03-09,2010,3,1,True,PRICE_ZERO,True
500675,16156N,"WRAP, FRIENDSHIP ON GREEN",-200,2010-03-09 12:27:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-09,2010,3,1,True,PRICE_ZERO,True
500674,16161M,WRAP  PINK FLOCK,-350,2010-03-09 12:27:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-09,2010,3,1,True,PRICE_ZERO,True
500676,16161P,WRAP ENGLISH ROSE,-250,2010-03-09 12:28:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-09,2010,3,1,True,PRICE_ZERO,True
500677,84255B,ORANGE COCKTAIL GLASS LAMP,-35,2010-03-09 12:28:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-09,2010,3,1,True,PRICE_ZERO,True
500679,46775E,CANDY POP CHUNKY KNITTED THROW,-16,2010-03-09 12:30:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-09,2010,3,1,True,PRICE_ZERO,True
500678,84653,GREEN ROSE QUILT,-8,2010-03-09 12:30:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-09,2010,3,1,True,PRICE_ZERO,True
500681,22273,FELTCRAFT DOLL MOLLY,-36,2010-03-09 12:31:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-09,2010,3,1,True,PRICE_ZERO,True
500682,22146,EASTER CRAFT IVY WREATH WITH CHICK,-59,2010-03-09 12:32:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-09,2010,3,1,True,PRICE_ZERO,True
500683,21437,24 HANGING EASTER EGGS FLORAL TUB,-49,2010-03-09 12:32:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-09,2010,3,1,True,PRICE_ZERO,True
500686,21443,OLIVE CHALET BIRDFEEDER,-3,2010-03-09 12:33:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-09,2010,3,1,True,PRICE_ZERO,True
500687,20897,VINTAGE NOTEBOOK PARIS DAYS,-27,2010-03-09 12:34:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-09,2010,3,1,True,PRICE_ZERO,True
500688,21981,PACK OF 12 WOODLAND TISSUES,-20,2010-03-09 12:34:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-09,2010,3,1,True,PRICE_ZERO,True
500690,81985A,"ICON ALARM CLOCK,FUSCHIA  PIN UP",-10,2010-03-09 12:35:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-09,2010,3,1,True,PRICE_ZERO,True
500689,21193,WHITE HONEYCOMB PAPER FAN,-22,2010-03-09 12:35:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-09,2010,3,1,True,PRICE_ZERO,True
500691,84925C,FAIRY CAKES  WALL THERMOMETER,-29,2010-03-09 12:36:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-09,2010,3,1,True,PRICE_ZERO,True
500692,84830,LARGE ENGLISH ARBORETUM,-2,2010-03-09 12:36:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-09,2010,3,1,True,PRICE_ZERO,True
500704,21895,POTTING SHED SOW 'N' GROW SET,-20,2010-03-09 13:44:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-09,2010,3,1,True,PRICE_ZERO,True
500714,85189,HANGING BUTTERFLY  EGG,-60,2010-03-09 14:20:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-09,2010,3,1,True,PRICE_ZERO,True
500738,47504F,ENGLISH ROSE TORCH,-2916,2010-03-09 16:33:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-09,2010,3,1,True,PRICE_ZERO,True
500743,20989,URBAN CHIC CHOPSTICKS SET/5,-48,2010-03-09 17:17:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-09,2010,3,1,True,PRICE_ZERO,True
500815,17027A,MISSING,-370,2010-03-10 11:03:00,0.0,,United Kingdom,RETURN,False,original,2010-03-10,2010,3,2,True,PRICE_ZERO,True
500846,17027A,INCENSE BAZAAR CANNABIS,-8,2010-03-10 12:17:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-10,2010,3,2,True,PRICE_ZERO,True
500888,37450,CERAMIC CAKE BOWL + HANGING CAKES,-6,2010-03-10 16:06:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-10,2010,3,2,True,PRICE_ZERO,True
500905,21321,GLASS CHALICE BLUE  LARGE,-23,2010-03-11 10:19:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-11,2010,3,3,True,PRICE_ZERO,True
500908,79026B,"S/4 ICON COASTER,ELVIS LIVES",-22,2010-03-11 10:20:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-11,2010,3,3,True,PRICE_ZERO,True
500909,21536,DAIRY MAID  SMALL  MILK JUG,-23,2010-03-11 10:20:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-11,2010,3,3,True,PRICE_ZERO,True
500907,84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,-6,2010-03-11 10:20:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-11,2010,3,3,True,PRICE_ZERO,True
500906,84595B,LARGE TRIFLE DESIGN L BLUE BOWL,-45,2010-03-11 10:20:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-11,2010,3,3,True,PRICE_ZERO,True
500910,79072,TEATIME CAKE TIN WITH HANDLE,-40,2010-03-11 10:21:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-11,2010,3,3,True,PRICE_ZERO,True
500911,22035,VINTAGE CARAVAN GREETING CARD,-100,2010-03-11 10:22:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-11,2010,3,3,True,PRICE_ZERO,True
500912,21223,SET/4 BADGES WOODLAND ANIMAL,-13,2010-03-11 10:22:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-11,2010,3,3,True,PRICE_ZERO,True
500913,72799A,BLACK PILLAR CANDLE SILVER FLOCK,-11,2010-03-11 10:23:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-11,2010,3,3,True,PRICE_ZERO,True
500915,84614C,BLUE BAROQUE FLOCK CANDLE HOLDER,-62,2010-03-11 10:23:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-11,2010,3,3,True,PRICE_ZERO,True
500914,85231L,LAVENDER SCENTED SET/9 T-LIGHTS,-260,2010-03-11 10:23:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-11,2010,3,3,True,PRICE_ZERO,True
500916,21734,SMALL MARAKESH LANTERN ON STICK,-20,2010-03-11 10:24:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-11,2010,3,3,True,PRICE_ZERO,True
500926,21734,SMALL MARAKESH LANTERN ON STICK,-9,2010-03-11 11:43:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-11,2010,3,3,True,PRICE_ZERO,True
501040,21041,missing,-160,2010-03-12 09:38:00,0.0,,United Kingdom,RETURN,False,original,2010-03-12,2010,3,4,True,PRICE_ZERO,True
501105,17013C,ORIGAMI LAVENDER INCENSE IN TUBE,-3,2010-03-12 13:39:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-12,2010,3,4,True,PRICE_ZERO,True
501106,20860,GOLD COSMETICS BAG WITH BUTTERFLY,-10,2010-03-12 13:40:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-12,2010,3,4,True,PRICE_ZERO,True
501107,21385,IVORY HANGING DECORATION  HEART,-100,2010-03-12 13:43:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-12,2010,3,4,True,PRICE_ZERO,True
501108,84875A,PINK SQUARE COMPACT MIRROR,-28,2010-03-12 13:44:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-12,2010,3,4,True,PRICE_ZERO,True
501109,77081,missing,-233,2010-03-12 13:44:00,0.0,,United Kingdom,RETURN,False,original,2010-03-12,2010,3,4,True,PRICE_ZERO,True
501111,84902,PINK KNITTED COW STUFFED TOY,-60,2010-03-12 13:45:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-12,2010,3,4,True,PRICE_ZERO,True
501110,47591C,missing,-300,2010-03-12 13:45:00,0.0,,United Kingdom,RETURN,False,original,2010-03-12,2010,3,4,True,PRICE_ZERO,True
501173,22146,EASTER CRAFT IVY WREATH WITH CHICK,-5,2010-03-15 10:48:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-15,2010,3,0,True,PRICE_ZERO,True
501179,84447,6 RABBIT CHAIN EASTER,-54,2010-03-15 11:18:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-15,2010,3,0,True,PRICE_ZERO,True
501180,84458,S/3 RABBIT FLOWER/EGG/CARROT ROPE,-45,2010-03-15 11:23:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-15,2010,3,0,True,PRICE_ZERO,True
501185,82607C,damages,-67,2010-03-15 11:56:00,0.0,,United Kingdom,RETURN,False,original,2010-03-15,2010,3,0,True,PRICE_ZERO,True
501202,21837,CROSS STITCH ALPHABET CUSHION COVER,-8,2010-03-15 12:15:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-15,2010,3,0,True,PRICE_ZERO,True
501288,84840,SWEETHEART CARRY-ALL BASKET,-40,2010-03-15 15:07:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-15,2010,3,0,True,PRICE_ZERO,True
501294,72739C,DARK CHOCOLATE SCENTCANDLE,-134,2010-03-15 15:48:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-15,2010,3,0,True,PRICE_ZERO,True
501448,82494L,WOODEN FRAME ANTIQUE WHITE,-47,2010-03-16 14:53:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-16,2010,3,1,True,PRICE_ZERO,True
501555,84657,GREEN ROSE CUSHION COVER,-72,2010-03-17 16:10:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-17,2010,3,2,True,PRICE_ZERO,True
501615,47587A,12'S SOLD AS 1?,-1060,2010-03-18 11:06:00,0.0,,United Kingdom,RETURN,False,original,2010-03-18,2010,3,3,True,PRICE_ZERO,True
501644,21768,WALL MOUNTED VINTAGE ORGANISER,-2,2010-03-18 12:33:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-18,2010,3,3,True,PRICE_ZERO,True
501804,46137D,GREEN CHENILLE SHAGGY RUG,-25,2010-03-19 13:59:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-19,2010,3,4,True,PRICE_ZERO,True
501835,84467,ENGLISH ROSE DESIGN QUILTED THROW,-30,2010-03-19 16:55:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-19,2010,3,4,True,PRICE_ZERO,True
501837,84081,WHITE CERAMIC PARTY SET (5PCS),-2,2010-03-19 17:11:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-19,2010,3,4,True,PRICE_ZERO,True
501839,37379B,BLUE CHERRY BLOSSOM CUP & SAUCER,-65,2010-03-19 17:12:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-19,2010,3,4,True,PRICE_ZERO,True
501840,84680,CLASSICAL ROSE URN,-1,2010-03-19 17:12:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-19,2010,3,4,True,PRICE_ZERO,True
501841,47556B,TEA TIME TEA TOWELS,-12,2010-03-19 17:13:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-19,2010,3,4,True,PRICE_ZERO,True
501949,22193,RED DINER WALL CLOCK,-5,2010-03-22 11:55:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-22,2010,3,0,True,PRICE_ZERO,True
501948,82607E,GLASS BONBON JAR. D'AMANDES,-20,2010-03-22 11:55:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-22,2010,3,0,True,PRICE_ZERO,True
501950,17164D,ASS COL SMALL SAND FROG P'WEIGHT,-14,2010-03-22 11:56:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-22,2010,3,0,True,PRICE_ZERO,True
501952,37352,BIRD IN TREE MUG,-89,2010-03-22 11:57:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-22,2010,3,0,True,PRICE_ZERO,True
501951,84985B,SET OF 72 BLACK PAPER DOILIES,-27,2010-03-22 11:57:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-22,2010,3,0,True,PRICE_ZERO,True
501954,84993B,75 BLACK PETIT FOUR CASES,-93,2010-03-22 11:58:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-22,2010,3,0,True,PRICE_ZERO,True
501953,37351,ORANGE FLOWER MUG,-28,2010-03-22 11:58:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-22,2010,3,0,True,PRICE_ZERO,True
501956,21091,SET/6 WOODLAND PAPER PLATES,-12,2010-03-22 11:59:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-22,2010,3,0,True,PRICE_ZERO,True
501955,21076,SET/20 COLLAGE PAPER NAPKIN,-92,2010-03-22 11:59:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-22,2010,3,0,True,PRICE_ZERO,True
501958,84989B,75 BLACK FAIRY CAKE CASES,-100,2010-03-22 12:00:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-22,2010,3,0,True,PRICE_ZERO,True
501957,21663,VINTAGE GLASS SUGAR CADDY,-13,2010-03-22 12:00:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-22,2010,3,0,True,PRICE_ZERO,True
502031,21542,missing,-900,2010-03-22 13:14:00,0.0,,United Kingdom,RETURN,False,original,2010-03-22,2010,3,0,True,PRICE_ZERO,True
502032,75149N,missing,-394,2010-03-22 13:15:00,0.0,,United Kingdom,RETURN,False,original,2010-03-22,2010,3,0,True,PRICE_ZERO,True
502033,84746,PINK EASTER HENS+FLOWER,-66,2010-03-22 13:17:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-22,2010,3,0,True,PRICE_ZERO,True
502034,84990,60 GOLD AND SILVER FAIRY CAKE CASES,-300,2010-03-22 13:18:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-22,2010,3,0,True,PRICE_ZERO,True
502414,84909A,PINK PAISLEY QUILT,-5,2010-03-24 12:00:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-24,2010,3,2,True,PRICE_ZERO,True
502457,84016,ebay sales,-5200,2010-03-24 14:20:00,0.0,,United Kingdom,RETURN,False,original,2010-03-24,2010,3,2,True,PRICE_ZERO,True
502458,84016,ebay sales,-5000,2010-03-24 14:21:00,0.0,,United Kingdom,RETURN,False,original,2010-03-24,2010,3,2,True,PRICE_ZERO,True
502564,84414B,damaged,-12,2010-03-25 11:53:00,0.0,,United Kingdom,RETURN,False,original,2010-03-25,2010,3,3,True,PRICE_ZERO,True
502642,21384,IVORY HANGING DECORATION  BUTTERFLY,-150,2010-03-25 16:42:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-25,2010,3,3,True,PRICE_ZERO,True
502644,21440,12 MINI TOADSTOOL PEGS,-60,2010-03-25 16:47:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-25,2010,3,3,True,PRICE_ZERO,True
502645,75013B,"STRING OF 8 BUTTERFLIES,PINK",-20,2010-03-25 16:47:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-25,2010,3,3,True,PRICE_ZERO,True
502646,47587A,PINK FAIRY CAKE COASTER,-161,2010-03-25 16:48:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-25,2010,3,3,True,PRICE_ZERO,True
502649,84984C,ORIENTAL BLUE C/COVER,-8,2010-03-25 16:56:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-25,2010,3,3,True,PRICE_ZERO,True
502650,20783,HEART EAR MUFF HEADPHONES,-37,2010-03-25 16:57:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-25,2010,3,3,True,PRICE_ZERO,True
502651,84926C,FAIRY CAKES TILE COASTER,-39,2010-03-25 16:58:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-25,2010,3,3,True,PRICE_ZERO,True
502652,84926C,FAIRY CAKES TILE COASTER,-10,2010-03-25 16:58:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-25,2010,3,3,True,PRICE_ZERO,True
502654,85196,EASTER BUNNIES ON A STICK,-328,2010-03-25 16:59:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-25,2010,3,3,True,PRICE_ZERO,True
502655,85200,BUNNY EGG BOX,-42,2010-03-25 17:00:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-25,2010,3,3,True,PRICE_ZERO,True
502656,85200,BUNNY EGG BOX,-10,2010-03-25 17:00:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-25,2010,3,3,True,PRICE_ZERO,True
502657,22290,STANDING METAL RABBIT WITH EGG,-25,2010-03-25 17:01:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-25,2010,3,3,True,PRICE_ZERO,True
502658,85206B,PINK FELT EASTER EGG BASKET,-50,2010-03-25 17:01:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-25,2010,3,3,True,PRICE_ZERO,True
502750,21102,"CANDLE IN JAR COLLAGE , VANILLA",-127,2010-03-26 13:09:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-26,2010,3,4,True,PRICE_ZERO,True
502754,72755D,missing,-130,2010-03-26 13:37:00,0.0,,United Kingdom,RETURN,False,original,2010-03-26,2010,3,4,True,PRICE_ZERO,True
502774,72755C,FLOWER FAIRY OIL BURNER SET ROSE,-57,2010-03-26 14:36:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-26,2010,3,4,True,PRICE_ZERO,True
502775,72755D,FLOWER FAIRY OIL BURNER SET SUMMER,-22,2010-03-26 14:36:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-26,2010,3,4,True,PRICE_ZERO,True
502780,72753B,S/3 FLWR FAIRY LAVENDER CANDLES,-23,2010-03-26 14:38:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-26,2010,3,4,True,PRICE_ZERO,True
502777,20888,SET 3 JARDIN DE FEMME SCENT CANDLES,-41,2010-03-26 14:38:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-26,2010,3,4,True,PRICE_ZERO,True
502778,20889,JARDIN DE FEMME SCENTED CANDLE,-37,2010-03-26 14:38:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-26,2010,3,4,True,PRICE_ZERO,True
502907,84533B,FAIRY CAKES ROUND NESTING BOXES,-38,2010-03-29 13:03:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-29,2010,3,0,True,PRICE_ZERO,True
502926,47503G,ASS FLORAL PRINT TAPE MEASURE,-267,2010-03-29 14:24:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-29,2010,3,0,True,PRICE_ZERO,True
502927,47504G,ENGLISH ROSE TAPE MEASURE,-3140,2010-03-29 14:25:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-29,2010,3,0,True,PRICE_ZERO,True
503239,46000P,POLYESTER FILLER PAD 65CMx65CM,-10,2010-03-30 17:52:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-30,2010,3,1,True,PRICE_ZERO,True
503238,46000M,POLYESTER FILLER PAD 45x45cm,-20,2010-03-30 17:52:00,0.0,,United Kingdom,RETURN,True,recovered,2010-03-30,2010,3,1,True,PRICE_ZERO,True
503240,21463,damaged,-37,2010-03-30 17:53:00,0.0,,United Kingdom,RETURN,False,original,2010-03-30,2010,3,1,True,PRICE_ZERO,True
503429,84750A,damages,-85,2010-03-31 17:53:00,0.0,,United Kingdom,RETURN,False,original,2010-03-31,2010,3,2,True,PRICE_ZERO,True
503520,20934,SET/3 POT PLANT CANDLES,-112,2010-04-01 13:08:00,0.0,,United Kingdom,RETURN,True,recovered,2010-04-01,2010,4,3,True,PRICE_ZERO,True
503521,79338,DARK PINK FLOCK GLASS CANDLEHOLDER,-37,2010-04-01 13:09:00,0.0,,United Kingdom,RETURN,True,recovered,2010-04-01,2010,4,3,True,PRICE_ZERO,True
503522,21759,METAL WALL SHELF UNIT WITH HOOKS,-8,2010-04-01 13:09:00,0.0,,United Kingdom,RETURN,True,recovered,2010-04-01,2010,4,3,True,PRICE_ZERO,True
503523,84770,ROUND GEORGIAN SILVER MIRROR,-31,2010-04-01 13:10:00,0.0,,United Kingdom,RETURN,True,recovered,2010-04-01,2010,4,3,True,PRICE_ZERO,True
503525,40018E,TEA TIME PAPER LANTERNS,-17,2010-04-01 13:11:00,0.0,,United Kingdom,RETURN,True,recovered,2010-04-01,2010,4,3,True,PRICE_ZERO,True
503526,84791,GINGHAM HEART DECORATION,-11,2010-04-01 13:12:00,0.0,,United Kingdom,RETURN,True,recovered,2010-04-01,2010,4,3,True,PRICE_ZERO,True
503528,20958,PORCELAIN HANGING BELL LARGE,-4,2010-04-01 13:13:00,0.0,,United Kingdom,RETURN,True,recovered,2010-04-01,2010,4,3,True,PRICE_ZERO,True
503529,21549,CERAMIC BIRDHOUSE RED ROOF SMALL,-23,2010-04-01 13:14:00,0.0,,United Kingdom,RETURN,True,recovered,2010-04-01,2010,4,3,True,PRICE_ZERO,True
503554,22148,EASTER CRAFT 4 CHICKS,-30,2010-04-01 15:19:00,0.0,,United Kingdom,RETURN,True,recovered,2010-04-01,2010,4,3,True,PRICE_ZERO,True
503686,17108D,missing?,-716,2010-04-06 12:41:00,0.0,,United Kingdom,RETURN,False,original,2010-04-06,2010,4,1,True,PRICE_ZERO,True
503699,21770,OPEN CLOSED METAL SIGN,-19,2010-04-06 13:31:00,0.0,,United Kingdom,RETURN,True,recovered,2010-04-06,2010,4,1,True,PRICE_ZERO,True
503701,20993,JAZZ HEARTS MEMO PAD,-114,2010-04-06 13:32:00,0.0,,United Kingdom,RETURN,True,recovered,2010-04-06,2010,4,1,True,PRICE_ZERO,True
503700,85220,SMALL FAIRY CAKE FRIDGE MAGNETS,-276,2010-04-06 13:32:00,0.0,,United Kingdom,RETURN,True,recovered,2010-04-06,2010,4,1,True,PRICE_ZERO,True
503707,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,-21,2010-04-06 14:04:00,0.0,,United Kingdom,RETURN,True,recovered,2010-04-06,2010,4,1,True,PRICE_ZERO,True
503816,37461,FUNKY MONKEY MUG,-74,2010-04-07 14:45:00,0.0,,United Kingdom,RETURN,True,recovered,2010-04-07,2010,4,2,True,PRICE_ZERO,True
503817,37410,BLACK AND WHITE PAISLEY FLOWER MUG,-55,2010-04-07 14:46:00,0.0,,United Kingdom,RETURN,True,recovered,2010-04-07,2010,4,2,True,PRICE_ZERO,True
503819,20814,SILVER FINCH DECORATION,-15,2010-04-07 14:47:00,0.0,,United Kingdom,RETURN,True,recovered,2010-04-07,2010,4,2,True,PRICE_ZERO,True
503820,22028,PENNY FARTHING BIRTHDAY CARD,-40,2010-04-07 14:48:00,0.0,,United Kingdom,RETURN,True,recovered,2010-04-07,2010,4,2,True,PRICE_ZERO,True
503874,22054,MINI CAKE STAND HANGING HEARTS,-8,2010-04-08 11:38:00,0.0,,United Kingdom,RETURN,True,recovered,2010-04-08,2010,4,3,True,PRICE_ZERO,True
503873,85066,CREAM SWEETHEART MINI CHEST,-3,2010-04-08 11:38:00,0.0,,United Kingdom,RETURN,True,recovered,2010-04-08,2010,4,3,True,PRICE_ZERO,True
503872,22180,RETROSPOT LAMP,-28,2010-04-08 11:38:00,0.0,,United Kingdom,RETURN,True,recovered,2010-04-08,2010,4,3,True,PRICE_ZERO,True
503952,16202C,BEIGE PHOTO ALBUM,-32,2010-04-08 15:46:00,0.0,,United Kingdom,RETURN,True,recovered,2010-04-08,2010,4,3,True,PRICE_ZERO,True
503992,35821B,gone,-21,2010-04-09 11:02:00,0.0,,United Kingdom,RETURN,False,original,2010-04-09,2010,4,4,True,PRICE_ZERO,True
503993,35824C,damaged,-58,2010-04-09 11:02:00,0.0,,United Kingdom,RETURN,False,original,2010-04-09,2010,4,4,True,PRICE_ZERO,True
504194,84467,ENGLISH ROSE DESIGN QUILTED THROW,-40,2010-04-12 10:12:00,0.0,,United Kingdom,RETURN,True,recovered,2010-04-12,2010,4,0,True,PRICE_ZERO,True
504309,22197,SMALL POPCORN HOLDER,-1020,2010-04-12 14:38:00,0.0,,United Kingdom,RETURN,True,recovered,2010-04-12,2010,4,0,True,PRICE_ZERO,True
504311,22197,SMALL POPCORN HOLDER,-9200,2010-04-12 14:39:00,0.0,,United Kingdom,RETURN,True,recovered,2010-04-12,2010,4,0,True,PRICE_ZERO,True
504364,22037,ROBOT BIRTHDAY CARD,-108,2010-04-13 10:48:00,0.0,,United Kingdom,RETURN,True,recovered,2010-04-13,2010,4,1,True,PRICE_ZERO,True
504445,22467,GUMBALL COAT RACK,-1800,2010-04-13 14:38:00,0.0,,United Kingdom,RETURN,True,recovered,2010-04-13,2010,4,1,True,PRICE_ZERO,True
504455,22528,GARDENERS KNEELING PAD,-4800,2010-04-13 15:34:00,0.0,,United Kingdom,RETURN,True,recovered,2010-04-13,2010,4,1,True,PRICE_ZERO,True
504457,22558,CLOTHES PEGS RETROSPOT PACK 24,-4800,2010-04-13 15:35:00,0.0,,United Kingdom,RETURN,True,recovered,2010-04-13,2010,4,1,True,PRICE_ZERO,True
504531,47570,ENGLISH ROSE TABLE CLOTH,-20,2010-04-14 11:40:00,0.0,,United Kingdom,RETURN,True,recovered,2010-04-14,2010,4,2,True,PRICE_ZERO,True
504530,47570,ENGLISH ROSE TABLE CLOTH,-114,2010-04-14 11:40:00,0.0,,United Kingdom,RETURN,True,recovered,2010-04-14,2010,4,2,True,PRICE_ZERO,True
504590,84578,damages,-52,2010-04-15 10:25:00,0.0,,United Kingdom,RETURN,False,original,2010-04-15,2010,4,3,True,PRICE_ZERO,True
504839,21757,LIGHTHOUSE PRINTED METAL SIGN,-18,2010-04-16 15:21:00,0.0,,United Kingdom,RETURN,True,recovered,2010-04-16,2010,4,4,True,PRICE_ZERO,True
