date,year,month,quarter,day,day_of_week,day_name,is_weekend,is_holiday,holiday_name,season,week_of_year
2022-12-23,2022,12,4,23,4,Friday,0,0,Regular Day,Winter,51
2022-12-24,2022,12,4,24,5,Saturday,1,1,Christmas Eve,Winter,51
2022-12-25,2022,12,4,25,6,Sunday,1,1,Christmas Day,Winter,51
2022-12-26,2022,12,4,26,0,Monday,0,0,Regular Day,Winter,52
2022-12-27,2022,12,4,27,1,Tuesday,0,0,Regular Day,Winter,52
2022-12-28,2022,12,4,28,2,Wednesday,0,0,Regular Day,Winter,52
2022-12-29,2022,12,4,29,3,Thursday,0,0,Regular Day,Winter,52
2022-12-30,2022,12,4,30,4,Friday,0,0,Regular Day,Winter,52
2022-12-31,2022,12,4,31,5,Saturday,1,1,New Year's Eve,Winter,52
2023-01-01,2023,1,1,1,6,Sunday,1,1,New Year's Day,Winter,52
2023-01-02,2023,1,1,2,0,Monday,0,0,Regular Day,Winter,1
2023-01-03,2023,1,1,3,1,Tuesday,0,0,Regular Day,Winter,1
2023-01-04,2023,1,1,4,2,Wednesday,0,0,Regular Day,Winter,1
2023-01-05,2023,1,1,5,3,Thursday,0,0,Regular Day,Winter,1
2023-01-06,2023,1,1,6,4,Friday,0,0,Regular Day,Winter,1
2023-01-07,2023,1,1,7,5,Saturday,1,0,Regular Day,Winter,1
2023-01-08,2023,1,1,8,6,Sunday,1,0,Regular Day,Winter,1
2023-01-09,2023,1,1,9,0,Monday,0,0,Regular Day,Winter,2
2023-01-10,2023,1,1,10,1,Tuesday,0,0,Regular Day,Winter,2
2023-01-11,2023,1,1,11,2,Wednesday,0,0,Regular Day,Winter,2
2023-01-12,2023,1,1,12,3,Thursday,0,0,Regular Day,Winter,2
2023-01-13,2023,1,1,13,4,Friday,0,0,Regular Day,Winter,2
2023-01-14,2023,1,1,14,5,Saturday,1,0,Regular Day,Winter,2
2023-01-15,2023,1,1,15,6,Sunday,1,0,Regular Day,Winter,2
2023-01-16,2023,1,1,16,0,Monday,0,0,Regular Day,Winter,3
2023-01-17,2023,1,1,17,1,Tuesday,0,0,Regular Day,Winter,3
2023-01-18,2023,1,1,18,2,Wednesday,0,0,Regular Day,Winter,3
2023-01-19,2023,1,1,19,3,Thursday,0,0,Regular Day,Winter,3
2023-01-20,2023,1,1,20,4,Friday,0,0,Regular Day,Winter,3
2023-01-21,2023,1,1,21,5,Saturday,1,0,Regular Day,Winter,3
2023-01-22,2023,1,1,22,6,Sunday,1,0,Regular Day,Winter,3
2023-01-23,2023,1,1,23,0,Monday,0,0,Regular Day,Winter,4
2023-01-24,2023,1,1,24,1,Tuesday,0,0,Regular Day,Winter,4
2023-01-25,2023,1,1,25,2,Wednesday,0,0,Regular Day,Winter,4
2023-01-26,2023,1,1,26,3,Thursday,0,0,Regular Day,Winter,4
2023-01-27,2023,1,1,27,4,Friday,0,0,Regular Day,Winter,4
2023-01-28,2023,1,1,28,5,Saturday,1,0,Regular Day,Winter,4
2023-01-29,2023,1,1,29,6,Sunday,1,0,Regular Day,Winter,4
2023-01-30,2023,1,1,30,0,Monday,0,0,Regular Day,Winter,5
2023-01-31,2023,1,1,31,1,Tuesday,0,0,Regular Day,Winter,5
2023-02-01,2023,2,1,1,2,Wednesday,0,0,Regular Day,Winter,5
2023-02-02,2023,2,1,2,3,Thursday,0,0,Regular Day,Winter,5
2023-02-03,2023,2,1,3,4,Friday,0,0,Regular Day,Winter,5
2023-02-04,2023,2,1,4,5,Saturday,1,0,Regular Day,Winter,5
2023-02-05,2023,2,1,5,6,Sunday,1,0,Regular Day,Winter,5
2023-02-06,2023,2,1,6,0,Monday,0,0,Regular Day,Winter,6
2023-02-07,2023,2,1,7,1,Tuesday,0,0,Regular Day,Winter,6
2023-02-08,2023,2,1,8,2,Wednesday,0,0,Regular Day,Winter,6
2023-02-09,2023,2,1,9,3,Thursday,0,0,Regular Day,Winter,6
2023-02-10,2023,2,1,10,4,Friday,0,0,Regular Day,Winter,6
2023-02-11,2023,2,1,11,5,Saturday,1,0,Regular Day,Winter,6
2023-02-12,2023,2,1,12,6,Sunday,1,0,Regular Day,Winter,6
2023-02-13,2023,2,1,13,0,Monday,0,0,Regular Day,Winter,7
2023-02-14,2023,2,1,14,1,Tuesday,0,0,Regular Day,Winter,7
2023-02-15,2023,2,1,15,2,Wednesday,0,0,Regular Day,Winter,7
2023-02-16,2023,2,1,16,3,Thursday,0,0,Regular Day,Winter,7
2023-02-17,2023,2,1,17,4,Friday,0,0,Regular Day,Winter,7
2023-02-18,2023,2,1,18,5,Saturday,1,0,Regular Day,Winter,7
2023-02-19,2023,2,1,19,6,Sunday,1,0,Regular Day,Winter,7
2023-02-20,2023,2,1,20,0,Monday,0,0,Regular Day,Winter,8
2023-02-21,2023,2,1,21,1,Tuesday,0,0,Regular Day,Winter,8
2023-02-22,2023,2,1,22,2,Wednesday,0,0,Regular Day,Winter,8
2023-02-23,2023,2,1,23,3,Thursday,0,0,Regular Day,Winter,8
2023-02-24,2023,2,1,24,4,Friday,0,0,Regular Day,Winter,8
2023-02-25,2023,2,1,25,5,Saturday,1,0,Regular Day,Winter,8
2023-02-26,2023,2,1,26,6,Sunday,1,0,Regular Day,Winter,8
2023-02-27,2023,2,1,27,0,Monday,0,0,Regular Day,Winter,9
2023-02-28,2023,2,1,28,1,Tuesday,0,0,Regular Day,Winter,9
2023-03-01,2023,3,1,1,2,Wednesday,0,0,Regular Day,Spring,9
2023-03-02,2023,3,1,2,3,Thursday,0,0,Regular Day,Spring,9
2023-03-03,2023,3,1,3,4,Friday,0,0,Regular Day,Spring,9
2023-03-04,2023,3,1,4,5,Saturday,1,0,Regular Day,Spring,9
2023-03-05,2023,3,1,5,6,Sunday,1,0,Regular Day,Spring,9
2023-03-06,2023,3,1,6,0,Monday,0,0,Regular Day,Spring,10
2023-03-07,2023,3,1,7,1,Tuesday,0,0,Regular Day,Spring,10
2023-03-08,2023,3,1,8,2,Wednesday,0,0,Regular Day,Spring,10
2023-03-09,2023,3,1,9,3,Thursday,0,0,Regular Day,Spring,10
2023-03-10,2023,3,1,10,4,Friday,0,0,Regular Day,Spring,10
2023-03-11,2023,3,1,11,5,Saturday,1,0,Regular Day,Spring,10
2023-03-12,2023,3,1,12,6,Sunday,1,0,Regular Day,Spring,10
2023-03-13,2023,3,1,13,0,Monday,0,0,Regular Day,Spring,11
2023-03-14,2023,3,1,14,1,Tuesday,0,0,Regular Day,Spring,11
2023-03-15,2023,3,1,15,2,Wednesday,0,0,Regular Day,Spring,11
2023-03-16,2023,3,1,16,3,Thursday,0,0,Regular Day,Spring,11
2023-03-17,2023,3,1,17,4,Friday,0,0,Regular Day,Spring,11
2023-03-18,2023,3,1,18,5,Saturday,1,0,Regular Day,Spring,11
2023-03-19,2023,3,1,19,6,Sunday,1,0,Regular Day,Spring,11
2023-03-20,2023,3,1,20,0,Monday,0,0,Regular Day,Spring,12
2023-03-21,2023,3,1,21,1,Tuesday,0,0,Regular Day,Spring,12
2023-03-22,2023,3,1,22,2,Wednesday,0,0,Regular Day,Spring,12
2023-03-23,2023,3,1,23,3,Thursday,0,0,Regular Day,Spring,12
2023-03-24,2023,3,1,24,4,Friday,0,0,Regular Day,Spring,12
2023-03-25,2023,3,1,25,5,Saturday,1,0,Regular Day,Spring,12
2023-03-26,2023,3,1,26,6,Sunday,1,0,Regular Day,Spring,12
2023-03-27,2023,3,1,27,0,Monday,0,0,Regular Day,Spring,13
2023-03-28,2023,3,1,28,1,Tuesday,0,0,Regular Day,Spring,13
2023-03-29,2023,3,1,29,2,Wednesday,0,0,Regular Day,Spring,13
2023-03-30,2023,3,1,30,3,Thursday,0,0,Regular Day,Spring,13
2023-03-31,2023,3,1,31,4,Friday,0,0,Regular Day,Spring,13
2023-04-01,2023,4,2,1,5,Saturday,1,0,Regular Day,Spring,13
2023-04-02,2023,4,2,2,6,Sunday,1,0,Regular Day,Spring,13
2023-04-03,2023,4,2,3,0,Monday,0,0,Regular Day,Spring,14
2023-04-04,2023,4,2,4,1,Tuesday,0,0,Regular Day,Spring,14
2023-04-05,2023,4,2,5,2,Wednesday,0,0,Regular Day,Spring,14
2023-04-06,2023,4,2,6,3,Thursday,0,0,Regular Day,Spring,14
2023-04-07,2023,4,2,7,4,Friday,0,0,Regular Day,Spring,14
2023-04-08,2023,4,2,8,5,Saturday,1,0,Regular Day,Spring,14
2023-04-09,2023,4,2,9,6,Sunday,1,0,Regular Day,Spring,14
2023-04-10,2023,4,2,10,0,Monday,0,0,Regular Day,Spring,15
2023-04-11,2023,4,2,11,1,Tuesday,0,0,Regular Day,Spring,15
2023-04-12,2023,4,2,12,2,Wednesday,0,0,Regular Day,Spring,15
2023-04-13,2023,4,2,13,3,Thursday,0,0,Regular Day,Spring,15
2023-04-14,2023,4,2,14,4,Friday,0,0,Regular Day,Spring,15
2023-04-15,2023,4,2,15,5,Saturday,1,0,Regular Day,Spring,15
2023-04-16,2023,4,2,16,6,Sunday,1,0,Regular Day,Spring,15
2023-04-17,2023,4,2,17,0,Monday,0,0,Regular Day,Spring,16
2023-04-18,2023,4,2,18,1,Tuesday,0,0,Regular Day,Spring,16
2023-04-19,2023,4,2,19,2,Wednesday,0,0,Regular Day,Spring,16
2023-04-20,2023,4,2,20,3,Thursday,0,0,Regular Day,Spring,16
2023-04-21,2023,4,2,21,4,Friday,0,0,Regular Day,Spring,16
2023-04-22,2023,4,2,22,5,Saturday,1,0,Regular Day,Spring,16
2023-04-23,2023,4,2,23,6,Sunday,1,0,Regular Day,Spring,16
2023-04-24,2023,4,2,24,0,Monday,0,0,Regular Day,Spring,17
2023-04-25,2023,4,2,25,1,Tuesday,0,0,Regular Day,Spring,17
2023-04-26,2023,4,2,26,2,Wednesday,0,0,Regular Day,Spring,17
2023-04-27,2023,4,2,27,3,Thursday,0,0,Regular Day,Spring,17
2023-04-28,2023,4,2,28,4,Friday,0,0,Regular Day,Spring,17
2023-04-29,2023,4,2,29,5,Saturday,1,0,Regular Day,Spring,17
2023-04-30,2023,4,2,30,6,Sunday,1,0,Regular Day,Spring,17
2023-05-01,2023,5,2,1,0,Monday,0,0,Regular Day,Spring,18
2023-05-02,2023,5,2,2,1,Tuesday,0,0,Regular Day,Spring,18
2023-05-03,2023,5,2,3,2,Wednesday,0,0,Regular Day,Spring,18
2023-05-04,2023,5,2,4,3,Thursday,0,0,Regular Day,Spring,18
2023-05-05,2023,5,2,5,4,Friday,0,0,Regular Day,Spring,18
2023-05-06,2023,5,2,6,5,Saturday,1,0,Regular Day,Spring,18
2023-05-07,2023,5,2,7,6,Sunday,1,0,Regular Day,Spring,18
2023-05-08,2023,5,2,8,0,Monday,0,0,Regular Day,Spring,19
2023-05-09,2023,5,2,9,1,Tuesday,0,0,Regular Day,Spring,19
2023-05-10,2023,5,2,10,2,Wednesday,0,0,Regular Day,Spring,19
2023-05-11,2023,5,2,11,3,Thursday,0,0,Regular Day,Spring,19
2023-05-12,2023,5,2,12,4,Friday,0,0,Regular Day,Spring,19
2023-05-13,2023,5,2,13,5,Saturday,1,0,Regular Day,Spring,19
2023-05-14,2023,5,2,14,6,Sunday,1,0,Regular Day,Spring,19
2023-05-15,2023,5,2,15,0,Monday,0,0,Regular Day,Spring,20
2023-05-16,2023,5,2,16,1,Tuesday,0,0,Regular Day,Spring,20
2023-05-17,2023,5,2,17,2,Wednesday,0,0,Regular Day,Spring,20
2023-05-18,2023,5,2,18,3,Thursday,0,0,Regular Day,Spring,20
2023-05-19,2023,5,2,19,4,Friday,0,0,Regular Day,Spring,20
2023-05-20,2023,5,2,20,5,Saturday,1,0,Regular Day,Spring,20
2023-05-21,2023,5,2,21,6,Sunday,1,0,Regular Day,Spring,20
2023-05-22,2023,5,2,22,0,Monday,0,0,Regular Day,Spring,21
2023-05-23,2023,5,2,23,1,Tuesday,0,0,Regular Day,Spring,21
2023-05-24,2023,5,2,24,2,Wednesday,0,0,Regular Day,Spring,21
2023-05-25,2023,5,2,25,3,Thursday,0,0,Regular Day,Spring,21
2023-05-26,2023,5,2,26,4,Friday,0,0,Regular Day,Spring,21
2023-05-27,2023,5,2,27,5,Saturday,1,0,Regular Day,Spring,21
2023-05-28,2023,5,2,28,6,Sunday,1,0,Regular Day,Spring,21
2023-05-29,2023,5,2,29,0,Monday,0,0,Regular Day,Spring,22
2023-05-30,2023,5,2,30,1,Tuesday,0,0,Regular Day,Spring,22
2023-05-31,2023,5,2,31,2,Wednesday,0,0,Regular Day,Spring,22
2023-06-01,2023,6,2,1,3,Thursday,0,0,Regular Day,Summer,22
2023-06-02,2023,6,2,2,4,Friday,0,0,Regular Day,Summer,22
2023-06-03,2023,6,2,3,5,Saturday,1,0,Regular Day,Summer,22
2023-06-04,2023,6,2,4,6,Sunday,1,0,Regular Day,Summer,22
2023-06-05,2023,6,2,5,0,Monday,0,0,Regular Day,Summer,23
2023-06-06,2023,6,2,6,1,Tuesday,0,0,Regular Day,Summer,23
2023-06-07,2023,6,2,7,2,Wednesday,0,0,Regular Day,Summer,23
2023-06-08,2023,6,2,8,3,Thursday,0,0,Regular Day,Summer,23
2023-06-09,2023,6,2,9,4,Friday,0,0,Regular Day,Summer,23
2023-06-10,2023,6,2,10,5,Saturday,1,0,Regular Day,Summer,23
2023-06-11,2023,6,2,11,6,Sunday,1,0,Regular Day,Summer,23
2023-06-12,2023,6,2,12,0,Monday,0,0,Regular Day,Summer,24
2023-06-13,2023,6,2,13,1,Tuesday,0,0,Regular Day,Summer,24
2023-06-14,2023,6,2,14,2,Wednesday,0,0,Regular Day,Summer,24
2023-06-15,2023,6,2,15,3,Thursday,0,0,Regular Day,Summer,24
2023-06-16,2023,6,2,16,4,Friday,0,0,Regular Day,Summer,24
2023-06-17,2023,6,2,17,5,Saturday,1,0,Regular Day,Summer,24
2023-06-18,2023,6,2,18,6,Sunday,1,0,Regular Day,Summer,24
2023-06-19,2023,6,2,19,0,Monday,0,0,Regular Day,Summer,25
2023-06-20,2023,6,2,20,1,Tuesday,0,0,Regular Day,Summer,25
2023-06-21,2023,6,2,21,2,Wednesday,0,0,Regular Day,Summer,25
2023-06-22,2023,6,2,22,3,Thursday,0,0,Regular Day,Summer,25
2023-06-23,2023,6,2,23,4,Friday,0,0,Regular Day,Summer,25
2023-06-24,2023,6,2,24,5,Saturday,1,0,Regular Day,Summer,25
2023-06-25,2023,6,2,25,6,Sunday,1,0,Regular Day,Summer,25
2023-06-26,2023,6,2,26,0,Monday,0,0,Regular Day,Summer,26
2023-06-27,2023,6,2,27,1,Tuesday,0,0,Regular Day,Summer,26
2023-06-28,2023,6,2,28,2,Wednesday,0,0,Regular Day,Summer,26
2023-06-29,2023,6,2,29,3,Thursday,0,0,Regular Day,Summer,26
2023-06-30,2023,6,2,30,4,Friday,0,0,Regular Day,Summer,26
2023-07-01,2023,7,3,1,5,Saturday,1,0,Regular Day,Summer,26
2023-07-02,2023,7,3,2,6,Sunday,1,0,Regular Day,Summer,26
2023-07-03,2023,7,3,3,0,Monday,0,0,Regular Day,Summer,27
2023-07-04,2023,7,3,4,1,Tuesday,0,1,Independence Day,Summer,27
2023-07-05,2023,7,3,5,2,Wednesday,0,0,Regular Day,Summer,27
2023-07-06,2023,7,3,6,3,Thursday,0,0,Regular Day,Summer,27
2023-07-07,2023,7,3,7,4,Friday,0,0,Regular Day,Summer,27
2023-07-08,2023,7,3,8,5,Saturday,1,0,Regular Day,Summer,27
2023-07-09,2023,7,3,9,6,Sunday,1,0,Regular Day,Summer,27
2023-07-10,2023,7,3,10,0,Monday,0,0,Regular Day,Summer,28
2023-07-11,2023,7,3,11,1,Tuesday,0,0,Regular Day,Summer,28
2023-07-12,2023,7,3,12,2,Wednesday,0,0,Regular Day,Summer,28
2023-07-13,2023,7,3,13,3,Thursday,0,0,Regular Day,Summer,28
2023-07-14,2023,7,3,14,4,Friday,0,0,Regular Day,Summer,28
2023-07-15,2023,7,3,15,5,Saturday,1,0,Regular Day,Summer,28
2023-07-16,2023,7,3,16,6,Sunday,1,0,Regular Day,Summer,28
2023-07-17,2023,7,3,17,0,Monday,0,0,Regular Day,Summer,29
2023-07-18,2023,7,3,18,1,Tuesday,0,0,Regular Day,Summer,29
2023-07-19,2023,7,3,19,2,Wednesday,0,0,Regular Day,Summer,29
2023-07-20,2023,7,3,20,3,Thursday,0,0,Regular Day,Summer,29
2023-07-21,2023,7,3,21,4,Friday,0,0,Regular Day,Summer,29
2023-07-22,2023,7,3,22,5,Saturday,1,0,Regular Day,Summer,29
2023-07-23,2023,7,3,23,6,Sunday,1,0,Regular Day,Summer,29
2023-07-24,2023,7,3,24,0,Monday,0,0,Regular Day,Summer,30
2023-07-25,2023,7,3,25,1,Tuesday,0,0,Regular Day,Summer,30
2023-07-26,2023,7,3,26,2,Wednesday,0,0,Regular Day,Summer,30
2023-07-27,2023,7,3,27,3,Thursday,0,0,Regular Day,Summer,30
2023-07-28,2023,7,3,28,4,Friday,0,0,Regular Day,Summer,30
2023-07-29,2023,7,3,29,5,Saturday,1,0,Regular Day,Summer,30
2023-07-30,2023,7,3,30,6,Sunday,1,0,Regular Day,Summer,30
2023-07-31,2023,7,3,31,0,Monday,0,0,Regular Day,Summer,31
2023-08-01,2023,8,3,1,1,Tuesday,0,0,Regular Day,Summer,31
2023-08-02,2023,8,3,2,2,Wednesday,0,0,Regular Day,Summer,31
2023-08-03,2023,8,3,3,3,Thursday,0,0,Regular Day,Summer,31
2023-08-04,2023,8,3,4,4,Friday,0,0,Regular Day,Summer,31
2023-08-05,2023,8,3,5,5,Saturday,1,0,Regular Day,Summer,31
2023-08-06,2023,8,3,6,6,Sunday,1,0,Regular Day,Summer,31
2023-08-07,2023,8,3,7,0,Monday,0,0,Regular Day,Summer,32
2023-08-08,2023,8,3,8,1,Tuesday,0,0,Regular Day,Summer,32
2023-08-09,2023,8,3,9,2,Wednesday,0,0,Regular Day,Summer,32
2023-08-10,2023,8,3,10,3,Thursday,0,0,Regular Day,Summer,32
2023-08-11,2023,8,3,11,4,Friday,0,0,Regular Day,Summer,32
2023-08-12,2023,8,3,12,5,Saturday,1,0,Regular Day,Summer,32
2023-08-13,2023,8,3,13,6,Sunday,1,0,Regular Day,Summer,32
2023-08-14,2023,8,3,14,0,Monday,0,0,Regular Day,Summer,33
2023-08-15,2023,8,3,15,1,Tuesday,0,0,Regular Day,Summer,33
2023-08-16,2023,8,3,16,2,Wednesday,0,0,Regular Day,Summer,33
2023-08-17,2023,8,3,17,3,Thursday,0,0,Regular Day,Summer,33
2023-08-18,2023,8,3,18,4,Friday,0,0,Regular Day,Summer,33
2023-08-19,2023,8,3,19,5,Saturday,1,0,Regular Day,Summer,33
2023-08-20,2023,8,3,20,6,Sunday,1,0,Regular Day,Summer,33
2023-08-21,2023,8,3,21,0,Monday,0,0,Regular Day,Summer,34
2023-08-22,2023,8,3,22,1,Tuesday,0,0,Regular Day,Summer,34
2023-08-23,2023,8,3,23,2,Wednesday,0,0,Regular Day,Summer,34
2023-08-24,2023,8,3,24,3,Thursday,0,0,Regular Day,Summer,34
2023-08-25,2023,8,3,25,4,Friday,0,0,Regular Day,Summer,34
2023-08-26,2023,8,3,26,5,Saturday,1,0,Regular Day,Summer,34
2023-08-27,2023,8,3,27,6,Sunday,1,0,Regular Day,Summer,34
2023-08-28,2023,8,3,28,0,Monday,0,0,Regular Day,Summer,35
2023-08-29,2023,8,3,29,1,Tuesday,0,0,Regular Day,Summer,35
2023-08-30,2023,8,3,30,2,Wednesday,0,0,Regular Day,Summer,35
2023-08-31,2023,8,3,31,3,Thursday,0,0,Regular Day,Summer,35
2023-09-01,2023,9,3,1,4,Friday,0,0,Regular Day,Fall,35
2023-09-02,2023,9,3,2,5,Saturday,1,0,Regular Day,Fall,35
2023-09-03,2023,9,3,3,6,Sunday,1,0,Regular Day,Fall,35
2023-09-04,2023,9,3,4,0,Monday,0,0,Regular Day,Fall,36
2023-09-05,2023,9,3,5,1,Tuesday,0,0,Regular Day,Fall,36
2023-09-06,2023,9,3,6,2,Wednesday,0,0,Regular Day,Fall,36
2023-09-07,2023,9,3,7,3,Thursday,0,0,Regular Day,Fall,36
2023-09-08,2023,9,3,8,4,Friday,0,0,Regular Day,Fall,36
2023-09-09,2023,9,3,9,5,Saturday,1,0,Regular Day,Fall,36
2023-09-10,2023,9,3,10,6,Sunday,1,0,Regular Day,Fall,36
2023-09-11,2023,9,3,11,0,Monday,0,0,Regular Day,Fall,37
2023-09-12,2023,9,3,12,1,Tuesday,0,0,Regular Day,Fall,37
2023-09-13,2023,9,3,13,2,Wednesday,0,0,Regular Day,Fall,37
2023-09-14,2023,9,3,14,3,Thursday,0,0,Regular Day,Fall,37
2023-09-15,2023,9,3,15,4,Friday,0,0,Regular Day,Fall,37
2023-09-16,2023,9,3,16,5,Saturday,1,0,Regular Day,Fall,37
2023-09-17,2023,9,3,17,6,Sunday,1,0,Regular Day,Fall,37
2023-09-18,2023,9,3,18,0,Monday,0,0,Regular Day,Fall,38
2023-09-19,2023,9,3,19,1,Tuesday,0,0,Regular Day,Fall,38
2023-09-20,2023,9,3,20,2,Wednesday,0,0,Regular Day,Fall,38
2023-09-21,2023,9,3,21,3,Thursday,0,0,Regular Day,Fall,38
2023-09-22,2023,9,3,22,4,Friday,0,0,Regular Day,Fall,38
2023-09-23,2023,9,3,23,5,Saturday,1,0,Regular Day,Fall,38
2023-09-24,2023,9,3,24,6,Sunday,1,0,Regular Day,Fall,38
2023-09-25,2023,9,3,25,0,Monday,0,0,Regular Day,Fall,39
2023-09-26,2023,9,3,26,1,Tuesday,0,0,Regular Day,Fall,39
2023-09-27,2023,9,3,27,2,Wednesday,0,0,Regular Day,Fall,39
2023-09-28,2023,9,3,28,3,Thursday,0,0,Regular Day,Fall,39
2023-09-29,2023,9,3,29,4,Friday,0,0,Regular Day,Fall,39
2023-09-30,2023,9,3,30,5,Saturday,1,0,Regular Day,Fall,39
2023-10-01,2023,10,4,1,6,Sunday,1,0,Regular Day,Fall,39
2023-10-02,2023,10,4,2,0,Monday,0,0,Regular Day,Fall,40
2023-10-03,2023,10,4,3,1,Tuesday,0,0,Regular Day,Fall,40
2023-10-04,2023,10,4,4,2,Wednesday,0,0,Regular Day,Fall,40
2023-10-05,2023,10,4,5,3,Thursday,0,0,Regular Day,Fall,40
2023-10-06,2023,10,4,6,4,Friday,0,0,Regular Day,Fall,40
2023-10-07,2023,10,4,7,5,Saturday,1,0,Regular Day,Fall,40
2023-10-08,2023,10,4,8,6,Sunday,1,0,Regular Day,Fall,40
2023-10-09,2023,10,4,9,0,Monday,0,0,Regular Day,Fall,41
2023-10-10,2023,10,4,10,1,Tuesday,0,0,Regular Day,Fall,41
2023-10-11,2023,10,4,11,2,Wednesday,0,0,Regular Day,Fall,41
2023-10-12,2023,10,4,12,3,Thursday,0,0,Regular Day,Fall,41
2023-10-13,2023,10,4,13,4,Friday,0,0,Regular Day,Fall,41
2023-10-14,2023,10,4,14,5,Saturday,1,0,Regular Day,Fall,41
2023-10-15,2023,10,4,15,6,Sunday,1,0,Regular Day,Fall,41
2023-10-16,2023,10,4,16,0,Monday,0,0,Regular Day,Fall,42
2023-10-17,2023,10,4,17,1,Tuesday,0,0,Regular Day,Fall,42
2023-10-18,2023,10,4,18,2,Wednesday,0,0,Regular Day,Fall,42
2023-10-19,2023,10,4,19,3,Thursday,0,0,Regular Day,Fall,42
2023-10-20,2023,10,4,20,4,Friday,0,0,Regular Day,Fall,42
2023-10-21,2023,10,4,21,5,Saturday,1,0,Regular Day,Fall,42
2023-10-22,2023,10,4,22,6,Sunday,1,0,Regular Day,Fall,42
2023-10-23,2023,10,4,23,0,Monday,0,0,Regular Day,Fall,43
2023-10-24,2023,10,4,24,1,Tuesday,0,0,Regular Day,Fall,43
2023-10-25,2023,10,4,25,2,Wednesday,0,0,Regular Day,Fall,43
2023-10-26,2023,10,4,26,3,Thursday,0,0,Regular Day,Fall,43
2023-10-27,2023,10,4,27,4,Friday,0,0,Regular Day,Fall,43
2023-10-28,2023,10,4,28,5,Saturday,1,0,Regular Day,Fall,43
2023-10-29,2023,10,4,29,6,Sunday,1,0,Regular Day,Fall,43
2023-10-30,2023,10,4,30,0,Monday,0,0,Regular Day,Fall,44
2023-10-31,2023,10,4,31,1,Tuesday,0,1,Halloween,Fall,44
2023-11-01,2023,11,4,1,2,Wednesday,0,0,Regular Day,Fall,44
2023-11-02,2023,11,4,2,3,Thursday,0,0,Regular Day,Fall,44
2023-11-03,2023,11,4,3,4,Friday,0,0,Regular Day,Fall,44
2023-11-04,2023,11,4,4,5,Saturday,1,0,Regular Day,Fall,44
2023-11-05,2023,11,4,5,6,Sunday,1,0,Regular Day,Fall,44
2023-11-06,2023,11,4,6,0,Monday,0,0,Regular Day,Fall,45
2023-11-07,2023,11,4,7,1,Tuesday,0,0,Regular Day,Fall,45
2023-11-08,2023,11,4,8,2,Wednesday,0,0,Regular Day,Fall,45
2023-11-09,2023,11,4,9,3,Thursday,0,0,Regular Day,Fall,45
2023-11-10,2023,11,4,10,4,Friday,0,0,Regular Day,Fall,45
2023-11-11,2023,11,4,11,5,Saturday,1,0,Regular Day,Fall,45
2023-11-12,2023,11,4,12,6,Sunday,1,0,Regular Day,Fall,45
2023-11-13,2023,11,4,13,0,Monday,0,0,Regular Day,Fall,46
2023-11-14,2023,11,4,14,1,Tuesday,0,0,Regular Day,Fall,46
2023-11-15,2023,11,4,15,2,Wednesday,0,0,Regular Day,Fall,46
2023-11-16,2023,11,4,16,3,Thursday,0,0,Regular Day,Fall,46
2023-11-17,2023,11,4,17,4,Friday,0,0,Regular Day,Fall,46
2023-11-18,2023,11,4,18,5,Saturday,1,0,Regular Day,Fall,46
2023-11-19,2023,11,4,19,6,Sunday,1,0,Regular Day,Fall,46
2023-11-20,2023,11,4,20,0,Monday,0,0,Regular Day,Fall,47
2023-11-21,2023,11,4,21,1,Tuesday,0,0,Regular Day,Fall,47
2023-11-22,2023,11,4,22,2,Wednesday,0,0,Regular Day,Fall,47
2023-11-23,2023,11,4,23,3,Thursday,0,0,Regular Day,Fall,47
2023-11-24,2023,11,4,24,4,Friday,0,0,Regular Day,Fall,47
2023-11-25,2023,11,4,25,5,Saturday,1,1,Thanksgiving Window,Fall,47
2023-11-26,2023,11,4,26,6,Sunday,1,1,Black Friday,Fall,47
2023-11-27,2023,11,4,27,0,Monday,0,0,Regular Day,Fall,48
2023-11-28,2023,11,4,28,1,Tuesday,0,0,Regular Day,Fall,48
2023-11-29,2023,11,4,29,2,Wednesday,0,1,Cyber Monday,Fall,48
2023-11-30,2023,11,4,30,3,Thursday,0,0,Regular Day,Fall,48
2023-12-01,2023,12,4,1,4,Friday,0,0,Regular Day,Winter,48
2023-12-02,2023,12,4,2,5,Saturday,1,0,Regular Day,Winter,48
2023-12-03,2023,12,4,3,6,Sunday,1,0,Regular Day,Winter,48
2023-12-04,2023,12,4,4,0,Monday,0,0,Regular Day,Winter,49
2023-12-05,2023,12,4,5,1,Tuesday,0,0,Regular Day,Winter,49
2023-12-06,2023,12,4,6,2,Wednesday,0,0,Regular Day,Winter,49
2023-12-07,2023,12,4,7,3,Thursday,0,0,Regular Day,Winter,49
2023-12-08,2023,12,4,8,4,Friday,0,0,Regular Day,Winter,49
2023-12-09,2023,12,4,9,5,Saturday,1,0,Regular Day,Winter,49
2023-12-10,2023,12,4,10,6,Sunday,1,0,Regular Day,Winter,49
2023-12-11,2023,12,4,11,0,Monday,0,0,Regular Day,Winter,50
2023-12-12,2023,12,4,12,1,Tuesday,0,0,Regular Day,Winter,50
2023-12-13,2023,12,4,13,2,Wednesday,0,0,Regular Day,Winter,50
2023-12-14,2023,12,4,14,3,Thursday,0,0,Regular Day,Winter,50
